,N,SSIM,MSE
601,4601,0.9432495667212947,0.0003473564283922315
602,4602,0.9429036095794475,0.0003523969207890332
603,4603,0.9439118196349315,0.0003378649125806987
604,4604,0.9430730974292185,0.0003341525734867901
605,4605,0.9436229107137074,0.0003239026118535548
606,4606,0.9436861967021694,0.0003206680412404239
607,4607,0.9438486999139546,0.0003341854317113757
608,4608,0.9450757012343861,0.0003382216091267765
609,4609,0.9442783983720147,0.0003455955302342772
610,4610,0.9450387943338816,0.0003348471655044705
611,4611,0.9446318677154256,0.0003214827738702297
612,4612,0.9441345740861548,0.0003111089172307402
613,4613,0.9453764463770105,0.0002938548277597874
614,4614,0.9443233511567084,0.0003075683780480176
615,4615,0.9449100189493632,0.0002961826685350388
616,4616,0.9445332584502684,0.000294770929031074
617,4617,0.944567370584129,0.0002956766984425485
618,4618,0.9460499055445338,0.000286891998257488
619,4619,0.9452489055462885,0.0002947259054053575
620,4620,0.9457274947322463,0.0002867464791052043
621,4621,0.9474937912358036,0.0002784676908049732
622,4622,0.9483230351496691,0.0002779598871711642
623,4623,0.9482509499434276,0.0002706206287257373
624,4624,0.9486658883828433,0.0002788036945275962
625,4625,0.9490186698780814,0.0002848504518624395
626,4626,0.9499273009275884,0.0003206136170774698
627,4627,0.9503781655660658,0.0003489868831820786
628,4628,0.9503049771052412,0.000362702296115458
629,4629,0.9504714530422879,0.0003746972070075572
630,4630,0.9507918068035351,0.0003759877872653306
631,4631,0.9509662883363722,0.0003724340931512415
632,4632,0.9509653293239081,0.0003654994361568242
633,4633,0.9513169595052144,0.0003801845014095306
634,4634,0.9514745626277227,0.0004033670702483505
635,4635,0.9512406696165739,0.0003965572395827621
636,4636,0.9511794467601555,0.0003844262100756168
637,4637,0.951375136850214,0.0004124775005038828
638,4638,0.951459924849859,0.0004101411905139685
639,4639,0.9514026184278738,0.0003936351859010756
640,4640,0.9512921259772293,0.0003916443674825132
641,4641,0.9511028652396518,0.0003977323649451137
642,4642,0.9512107135130814,0.0003824662999249995
643,4643,0.951069078088063,0.0003610071144066751
644,4644,0.9511941340270141,0.0003863767196889967
645,4645,0.9510667108778221,0.0003962127375416458
646,4646,0.9507096292062076,0.0003894432447850704
647,4647,0.9508630096455858,0.0004091143782716244
648,4648,0.9511353431954815,0.000423611665610224
649,4649,0.9508789080272468,0.0004169698222540319
650,4650,0.9505717414612733,0.0004011105338577181
651,4651,0.950659921243126,0.0004193483619019389
652,4652,0.9507057028523507,0.0004264304006937891
653,4653,0.9504600130712367,0.0003871407243423164
654,4654,0.9500346561652042,0.0003870083892252296
655,4655,0.950086185397784,0.0003947925579268485
656,4656,0.9500103383992059,0.0003924178017769009
657,4657,0.9502495965692376,0.0004006506060250103
658,4658,0.9499919703453018,0.0004206315206829458
659,4659,0.9499926850604166,0.0004323550965636969
660,4660,0.949797028048453,0.0004083127714693546
661,4661,0.9498811157255588,0.000428124621976167
662,4662,0.9499039741348625,0.0004447733226697892
663,4663,0.9496698344155877,0.0004332871758379042
664,4664,0.9491338349460307,0.0004111211746931076
665,4665,0.9493542907740025,0.0004274141101632267
666,4666,0.9491572865464937,0.0004235084052197635
667,4667,0.9489631560926186,0.0004002817149739712
668,4668,0.9486433065000064,0.000402873323764652
669,4669,0.9489292188321541,0.000428214727435261
670,4670,0.9486977734398502,0.0004434554721228778
671,4671,0.9484397489972988,0.0004315169062465429
672,4672,0.9483291795940304,0.0004623512795660645
673,4673,0.9482287310426256,0.0004762431490235031
674,4674,0.9476913201796114,0.0004532145394477993
675,4675,0.9473649585312716,0.0004516526241786778
676,4676,0.9470730392771426,0.0004662306746467948
677,4677,0.9465165961192392,0.0004676818498410285
678,4678,0.9456132213372084,0.000434537447290495
679,4679,0.9448983699135388,0.000439656781964004
680,4680,0.9450865251759758,0.0004540742957033217
681,4681,0.9452412625821295,0.000456083012977615
682,4682,0.9453881222997997,0.0004938905476592481
683,4683,0.9453864093470464,0.0005294275470077991
684,4684,0.9450550089717649,0.0005436948849819601
685,4685,0.9444845351912392,0.0005106255412101746
686,4686,0.9446349186711144,0.0005511260824277997
687,4687,0.9447014732559148,0.0005843399558216333
688,4688,0.9443951112124843,0.0005630815285257995
689,4689,0.944159044998527,0.0005651493556797504
690,4690,0.943828348698106,0.000576233840547502
691,4691,0.9438580078836475,0.0005788611015304923
692,4692,0.943391520861367,0.0005510491319000721
693,4693,0.9434705986247144,0.0005819097277708352
694,4694,0.9433797102995183,0.0006215485627762973
695,4695,0.9426538303306237,0.0006171867134980857
696,4696,0.9428516055820962,0.0006493914988823235
697,4697,0.9424732356775002,0.0007076022448018193
698,4698,0.9426691074527999,0.0007312766974791884
699,4699,0.9425538567061772,0.0007129891309887171
700,4700,0.942057012682703,0.0007442243513651192
701,4701,0.942067370875905,0.0007925840909592807
702,4702,0.941950926290376,0.0007891692803241313
703,4703,0.9419102697875736,0.0007821247563697398
704,4704,0.9417038411422622,0.0008094955701380968
705,4705,0.9419974913458707,0.0008566997712478042
706,4706,0.9421336516733934,0.0008180972072295845
707,4707,0.9420035841587697,0.0008252835832536221
708,4708,0.9417283440815188,0.0008993535302579403
709,4709,0.941643625249532,0.0008762714569456875
710,4710,0.9414916263772608,0.0008861393434926867
711,4711,0.9414809411193888,0.0008757655159570277
712,4712,0.9411053080026645,0.0008843315299600363
713,4713,0.9406309638916245,0.0009344249847345054
714,4714,0.940454255702418,0.0008614746620878577
715,4715,0.939852604748132,0.0008615318802185357
716,4716,0.9393298653097314,0.0008960372651927173
717,4717,0.9388125401708074,0.0009154925355687737
718,4718,0.9384121612070774,0.0008827142301015556
719,4719,0.9377264913028365,0.0008709287503734231
720,4720,0.9374817545593057,0.0008352650329470634
721,4721,0.9372424897536319,0.0007104388205334544
722,4722,0.9369737439956821,0.0006581377238035202
723,4723,0.9372561528289616,0.0006067161448299885
724,4724,0.9367586979019292,0.0005376171320676804
725,4725,0.9359042763677985,0.0004814047424588352
726,4726,0.9357408233040989,0.0004289703501854092
727,4727,0.9349687199451948,0.0003744747082237154
728,4728,0.9350344698672909,0.0004430208937264979
729,4729,0.9344007804433174,0.0005116646643728018
730,4730,0.933295385727348,0.0004466881509870291
731,4731,0.9332216417587627,0.0006698303623124957
732,4732,0.9324187880036043,0.0005372661398723722
733,4733,0.9325796429851753,0.0006023570895195007
734,4734,0.9321248606408005,0.0005590144428424537
735,4735,0.9322235186480925,0.0006923446781001985
736,4736,0.9319765290640368,0.0006901661399751902
737,4737,0.9308061118557293,0.0005275915027596056
738,4738,0.9321907328537349,0.0007685322198085487
739,4739,0.9317756012858994,0.0007284814491868019
740,4740,0.93230234060884,0.0008172383531928062
741,4741,0.9328805120825543,0.001280709519051015
742,4742,0.9330620794879656,0.00164317898452282
743,4743,0.9327947275712586,0.00154407718218863
744,4744,0.9326829843521438,0.001545402687042952
745,4745,0.9327276005552072,0.001822054968215525
746,4746,0.9320723875331898,0.00211748480796814
747,4747,0.9306754028282958,0.002401666017249227
748,4748,0.9302324143004846,0.001954510342329741
749,4749,0.929593805633175,0.001406818628311157
750,4750,0.9291112138375388,0.001072335755452514
751,4751,0.9284957591038787,0.0007330620428547263
752,4752,0.9287741188879969,0.0006586549570783973
753,4753,0.9303007852751637,0.0009079364826902747
754,4754,0.9317837432807763,0.00147615245077759
755,4755,0.9330853599633494,0.00253564864397049
756,4756,0.9334869155301359,0.003399708541110158
757,4757,0.9337738490543581,0.003313652705401182
758,4758,0.9333996997625076,0.0023157624527812
759,4759,0.9336922797615955,0.002996229566633701
760,4760,0.932934647388466,0.002894945675507188
761,4761,0.9325897088817485,0.002870391588658094
762,4762,0.9322917516418633,0.003007133956998587
763,4763,0.9316733664793213,0.002686053747311234
764,4764,0.9311125471535244,0.002985064405947924
765,4765,0.9306737188689332,0.002934765536338091
766,4766,0.9298441965944887,0.00301998108625412
767,4767,0.9288791525799623,0.002918417099863291
768,4768,0.92860541537352,0.002950648311525583
769,4769,0.9277797180641661,0.003126303665339947
770,4770,0.9273308246919334,0.003131041303277016
771,4771,0.926771730216592,0.003069212194532156
772,4772,0.9265437185948525,0.003294785274192691
773,4773,0.9261406946089344,0.003267837688326836
774,4774,0.9258075652944885,0.003661836264654994
775,4775,0.9251103389370476,0.003500126302242279
776,4776,0.9246858198479022,0.003905560355633497
777,4777,0.9241494864778024,0.004364192020148039
778,4778,0.9239305378576339,0.003645666409283876
779,4779,0.9235975960110887,0.004027885850518942
780,4780,0.923642767749945,0.004174295347183943
781,4781,0.9229640012681565,0.003580530406907201
782,4782,0.9233950359771342,0.004071465227752924
783,4783,0.9227007988583045,0.004025330767035484
784,4784,0.9224697873376768,0.003493763040751219
785,4785,0.9223936216881184,0.004305199719965458
786,4786,0.9220834758810477,0.003907733596861362
787,4787,0.9217408924766267,0.003709412179887295
788,4788,0.9214367851879256,0.00432127621024847
789,4789,0.9205974570023248,0.003752415301278234
790,4790,0.9198408318712038,0.003913464490324259
791,4791,0.9193224236589387,0.004457060713320971
792,4792,0.9184118980815641,0.003769555827602744
793,4793,0.9173121093598401,0.004365275613963604
794,4794,0.9158854104059898,0.004756866954267025
795,4795,0.9134004322095636,0.003996868152171373
796,4796,0.9121229271676008,0.005208136513829231
797,4797,0.9120305478592868,0.005134983919560909
798,4798,0.9118549830769057,0.004109365399926901
799,4799,0.9121074497787839,0.005239898338913918
800,4800,0.911793317278365,0.00500372052192688
801,4801,0.9112934368479575,0.004180781543254852
802,4802,0.9117895110368376,0.005095141008496284
803,4803,0.9120316118206173,0.004662254359573126
804,4804,0.9119184349664307,0.004085525870323181
805,4805,0.9120129044499329,0.004780820105224848
806,4806,0.9120023746791305,0.003975930158048868
807,4807,0.9120552517119289,0.003875484224408865
808,4808,0.9122077388144795,0.004281045868992805
809,4809,0.9116874876637607,0.003457487327978015
810,4810,0.9116480716696128,0.003596644848585129
811,4811,0.9118114762174382,0.003900257870554924
812,4812,0.9110528476310014,0.003188250586390495
813,4813,0.9105789756056475,0.003784573171287775
814,4814,0.909986475904569,0.003768980503082275
815,4815,0.9096493547668671,0.003400924149900675
816,4816,0.9090334293851766,0.003865705570206046
817,4817,0.9076140132687387,0.003788374364376068
818,4818,0.9072405826625757,0.003662344301119447
819,4819,0.9059855286507509,0.003980606328696012
820,4820,0.9039809724530748,0.003850351553410292
821,4821,0.9018972754073988,0.004706228151917458
822,4822,0.900414225441879,0.004756806418299675
823,4823,0.9003065806698155,0.004681775346398354
824,4824,0.9005894550532543,0.004793635103851557
825,4825,0.9005952914758768,0.004000503569841385
826,4826,0.9011410146198808,0.004449414554983377
827,4827,0.9010555379651337,0.004293104633688927
828,4828,0.900500924763733,0.003503724001348019
829,4829,0.9003798230977925,0.004471372347325087
830,4830,0.8991711038762733,0.00427648238837719
831,4831,0.8978742813429695,0.003839428536593914
832,4832,0.8967349018127695,0.004821575246751308
833,4833,0.8971433369725647,0.004149343818426132
834,4834,0.8969921761864906,0.004176500719040632
835,4835,0.8967522243605974,0.004827954806387424
836,4836,0.8961435184102967,0.004151112399995327
837,4837,0.8954447932667515,0.004764963407069445
838,4838,0.8946342843013309,0.005250018090009689
839,4839,0.8936990335167208,0.004437884315848351
840,4840,0.8935760967944041,0.005312342662364244
841,4841,0.8933156454598782,0.005350650288164616
842,4842,0.8928317446146512,0.00431372644379735
843,4843,0.8928073178321019,0.005294812843203545
844,4844,0.8928974690954472,0.005062505602836609
845,4845,0.8926304139575308,0.004438814707100391
846,4846,0.8931007663544405,0.004774039145559072
847,4847,0.8935566105627303,0.004460168071091175
848,4848,0.893785278920812,0.003885471494868398
849,4849,0.8944640134538062,0.004498362075537443
850,4850,0.8944701468984996,0.004207067657262087
851,4851,0.8939325752783466,0.00386068457737565
852,4852,0.893411847267443,0.004549493547528982
853,4853,0.8916250520872112,0.004195510409772396
854,4854,0.8905264388622696,0.004531894810497761
855,4855,0.8894705870002307,0.005094698164612055
856,4856,0.8888325285696111,0.004230214282870293
857,4857,0.8889885673344984,0.004391632974147797
858,4858,0.8893882347097146,0.004715499933809042
859,4859,0.888544796229418,0.003630123334005475
860,4860,0.889096662752056,0.003945056814700365
861,4861,0.8887948674509976,0.004215560387820005
862,4862,0.88796407964458,0.003308439627289772
863,4863,0.8892557512372091,0.004078730475157499
864,4864,0.8894533011641826,0.00366081902757287
865,4865,0.8884832671893778,0.003232172457501292
866,4866,0.8875049146062959,0.004171989858150482
867,4867,0.8842072630154949,0.004114886745810509
868,4868,0.8827908447358204,0.004221499431878328
869,4869,0.8839339134657545,0.004675300791859627
870,4870,0.883381828184429,0.003727671923115849
871,4871,0.8824480489598178,0.004105166997760534
872,4872,0.8809162986426504,0.004496357869356871
873,4873,0.8793806050408774,0.004346712492406368
874,4874,0.8791734439820688,0.004490177147090435
875,4875,0.8782808149908738,0.00439333263784647
876,4876,0.8773055402245408,0.004649714101105928
877,4877,0.8768072950436482,0.004933677613735199
878,4878,0.877012250997908,0.004309853538870811
879,4879,0.8768114931853896,0.004911912605166435
880,4880,0.8754055865322463,0.005036109127104282
881,4881,0.875293857267953,0.004285444971174002
882,4882,0.8761690586829872,0.005097902845591307
883,4883,0.8762128666786231,0.00463050464168191
884,4884,0.8767502010157548,0.004303306341171265
885,4885,0.8768802311525972,0.004907156340777874
886,4886,0.8771362015991424,0.004201353527605534
887,4887,0.8774833670940332,0.004261585418134928
888,4888,0.8775586351924417,0.00489371782168746
889,4889,0.877473090231153,0.004145828075706959
890,4890,0.8782812506656266,0.00468756165355444
891,4891,0.8779169380212054,0.005170538555830717
892,4892,0.8782482345146543,0.004122994840145111
893,4893,0.87863750641912,0.0051858089864254
894,4894,0.8788972498899843,0.005180338863283396
895,4895,0.878876887953852,0.003829107852652669
896,4896,0.8801655053641387,0.005042559467256069
897,4897,0.8803894845407768,0.004596539307385683
898,4898,0.8804811187339028,0.003807449946179986
899,4899,0.8814633820137668,0.004599508829414845
900,4900,0.8812083129854775,0.004275347571820021
901,4901,0.8811429184415968,0.004030654672533274
902,4902,0.8819231684270087,0.004571670666337013
903,4903,0.8815927662146076,0.004267018288373947
904,4904,0.881512560775333,0.004376454278826714
905,4905,0.8823633471460554,0.004879153333604336
906,4906,0.881756104558438,0.00419903825968504
907,4907,0.8821978225870986,0.004597953520715237
908,4908,0.8821642179548246,0.00496889092028141
909,4909,0.8815994997760613,0.003991982899606228
910,4910,0.8824182502007174,0.004567179828882217
911,4911,0.8821827550264122,0.004777198191732168
912,4912,0.8813588211724427,0.003782696789130569
913,4913,0.8824358368338285,0.004562385380268097
914,4914,0.8817957477051904,0.004468999803066254
915,4915,0.8816497444625828,0.00389072741381824
916,4916,0.8826035689668853,0.004620127379894257
917,4917,0.881763101099507,0.004458765499293804
918,4918,0.8818165552267706,0.003899645060300827
919,4919,0.8825399070205775,0.004705843050032854
920,4920,0.8821013381239027,0.00424954341724515
921,4921,0.8818648383618448,0.003915772773325443
922,4922,0.8812472988873644,0.004907227121293545
923,4923,0.8800749957821996,0.004304780624806881
924,4924,0.8789760569629219,0.004606511443853378
925,4925,0.8767696648530283,0.005172126460820436
926,4926,0.8741860669376244,0.004960098769515753
927,4927,0.8718633360038713,0.005745525471866131
928,4928,0.870022811434952,0.005817019380629063
929,4929,0.8701954335596881,0.005602870602160692
930,4930,0.8721003251303583,0.00565160159021616
931,4931,0.8740232021298692,0.00499456562101841
932,4932,0.8754154134282577,0.005146360490471125
933,4933,0.8772038932675797,0.00500257033854723
934,4934,0.8782625020732145,0.004251921083778143
935,4935,0.8790974855652519,0.004808760248124599
936,4936,0.8802178214576087,0.004594103433191776
937,4937,0.8809487075391967,0.004079069010913372
938,4938,0.8809398834241188,0.00479512196034193
939,4939,0.8798295730669929,0.004745443817228079
940,4940,0.8786990146818567,0.004630845505744219
941,4941,0.8767881214806587,0.005661222152411938
942,4942,0.873865256998865,0.005275918636471033
943,4943,0.8711142065637995,0.005602262448519468
944,4944,0.8676451226945159,0.006693011615425348
945,4945,0.866132854502543,0.00596780888736248
946,4946,0.8647341995615911,0.006397324148565531
947,4947,0.863476335270288,0.006956157274544239
948,4948,0.8632997189649951,0.00608092499896884
949,4949,0.8647929786704356,0.006844602525234222
950,4950,0.8676232174606415,0.006482301279902458
951,4951,0.8696660180220737,0.005288898479193449
952,4952,0.8724517607118472,0.006101411767303944
953,4953,0.8744112694256112,0.00557072926312685
954,4954,0.8756147885282249,0.004500809125602245
955,4955,0.8778314886354451,0.00504930829629302
956,4956,0.8786749618828874,0.004456468857824802
957,4957,0.8777748468343005,0.004212626256048679
958,4958,0.8790434961241876,0.004586286842823029
959,4959,0.879083215102781,0.004313509911298752
960,4960,0.8786778913665557,0.004536317195743322
961,4961,0.8795579965587393,0.004730338230729103
962,4962,0.8791060656146691,0.004492831882089376
963,4963,0.8787019525800908,0.004626526031643152
964,4964,0.879687107281894,0.0050529595464468
965,4965,0.8795314993062581,0.004433196969330311
966,4966,0.8793543271797498,0.004972216673195362
967,4967,0.8794389961566326,0.005036589223891497
968,4968,0.8794158164808678,0.004247477278113365
969,4969,0.8796802571636431,0.004681502934545279
970,4970,0.8800526958121812,0.004976857453584671
971,4971,0.8795551350077601,0.00393478199839592
972,4972,0.8798441000910393,0.004774258006364107
973,4973,0.8802977229969852,0.00475734006613493
974,4974,0.8801999916050576,0.00423966022208333
975,4975,0.8798943371943743,0.00496218167245388
976,4976,0.8802404259383303,0.004854091443121433
977,4977,0.8806291070764682,0.004481050651520491
978,4978,0.8800806357954362,0.00518436823040247
979,4979,0.8806741788887109,0.00450094835832715
980,4980,0.8807208767079805,0.004202153999358416
981,4981,0.8804966918736805,0.005016952287405729
982,4982,0.8808939359176716,0.00420589093118906
983,4983,0.8810442578276465,0.004091383423656225
984,4984,0.8809046288587437,0.004744363948702812
985,4985,0.8813704286311809,0.00409533828496933
986,4986,0.8815576103668834,0.004180098883807659
987,4987,0.8811880039219244,0.004522599745541811
988,4988,0.8816037393554119,0.004141488112509251
989,4989,0.8816543433665099,0.004533392377197742
990,4990,0.881398282980697,0.004433527123183012
991,4991,0.8815310500824743,0.004318429622799158
992,4992,0.881727320970826,0.004574532154947519
993,4993,0.8811652051103825,0.004271293524652719
994,4994,0.8812052872098817,0.004564582835882902
995,4995,0.8817297292065333,0.004704044666141272
996,4996,0.8819186356119753,0.004224080592393875
997,4997,0.8815242745957679,0.004906755872070789
998,4998,0.8819651070469314,0.00481442641466856
999,4999,0.8823990758521709,0.004230735823512077
